"LINE","BATCH_ID","LOT_ID","LOT_TYPE","PROD_NAME","STEP_NAME","PRIORITY","LOT_STATUS","QTY","LOT_CMMT","CST_ID","CST_LOCATION","LAST_TRKOUT_TIME","TRKIN_TIME","W/T(hrs)","P/T(hrs)","H/T(hrs)"
"PS_Rework_Pack_Cst","R970B3","970B1FC80060.21","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","Waiting","20","","PP600","","2012/08/23 10:36:47","","746.25","",""
"PS_Rework_Pack_Cst","R970B3","970B1FC80060.22","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","Waiting","13","","PP601","","2012/08/23 10:36:47","","746.25","",""
"PS_Rework_Pack_Cst","R970B3","970B1FC80060.26","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","Waiting","20","","PP421","","2012/08/23 10:36:47","","746.25","",""
"PS_Rework_Pack_Cst","R970B3","970B1FC80060.27","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","Waiting","4","","PP422","","2012/08/23 10:36:47","","746.25","",""
"PS_Line","E129045","970B1FC80060.2L","E","970B1F008","2855_CFPH_N2","Normal","OnHold","30","MFG_徐鳳珠_PHL量測完成，依工單回原站點，待TD林佑青處理","1W026","","2012/09/15 03:55:24","","","","200.85"
"PS_Rework_Pack_Cst","R970B3","970B1FC80060.2M","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","OnHold","9","MFG_鄭博元_R970B3暫不清洗 (Reposition step hold)","1W354","","2012/09/06 11:21:07","2012/09/14 15:59:56","","","212.38"
"","RCD053","970B1FC80080.0M","P","REWORK-R33-EXG.5","ITO2_OA","Normal","OnHold","72","MFG_鄭博元_內為EXG.5 基板，ITO2已翻轉,RWF2已清洗,待量OAL","1W446","","2012/09/19 16:57:56","","","","91.01"
"","RCD053","970B1FC80080.0T","P","REWORK-R33-EXG.5","ITO2_OA","Normal","OnHold","72","MFG_劉昭宏_內為EXG.5 基板，ITO2已翻轉,RWF2已清洗,待量OAL ","1W467","","2012/09/19 21:10:41","","","","87.55"
"","RCD053","970B1FC80080.0W","P","REWORK-R33-EXG.5","ITO2_OA","Normal","Waiting","72","MFG_鄭博元_內為EXG.5 基板，ITO2已翻轉,RWF2已清洗,待量OAL","1W489","","2012/09/19 12:01:52","","96.84","",""
"","RCD053","970B1FC80080.0Y","P","REWORK-R33-EXG.5","ITO2_OA","Normal","Waiting","72","MFG_蔡楊嵩_RWF2產出，待測量CFOA","1W067","","2012/09/22 06:23:24","","30.48","",""
"","E126251","970F1FC60090.04","E","970F1S008","FFS_COMPLETE","Normal","OnHold","4","MFG_袁子軒_ITO2 RS量測NG基板，待PE李建廷處理.","1C429","","2012/07/21 22:29:05","","","","743.20"
"","E129209","970F1FC900C0.01","E","970F1S008","FFS_ITO2","Normal","OnHold","32","MFG_林峰世_內有實體38片(69:13011;67:13010:55:05054;43:0K016;40:0K012;35:13007)待課長處理","1W548","","","","","","29.85"
"PS_Rework_L3","RAEFAC","AEFA1FC300E0","P","REWORK-R33-EXG.5","PS_Rework_L3","Normal","OnHold","20","MFG_IVAN_待外送Polish_STK4000
","PP190","","2012/06/27 10:03:29","","","","2019.34"
"R33","E129044","AZAC1FC90010.0V","E","AZAC1F008","R33","Normal","OnHold","10","MFG_林宗岷_PSL 10點1吋IPS EVT CF試作首件NG片待TD張仲祥處理","1W402","","2012/09/18 00:04:02","","","","132.80"
"CFRF_1(R33)","RCD053","AZAC1FC90010.0X","P","REWORK-R33-EXG.5","CFRF_331_RWF1","Normal","Waiting","72","MFG_翁國勛_PE陳證文 指示PS殘污染,重投RF_331_RWF1","1W135","","2012/09/21 02:49:43","","58.04","",""
"PS_Line","E129044","AZAC1FC90010.0Y","E","AZAC1F008","2856_CFRC_N2","Normal","OnHold","8","MFG_蔡楊嵩_PS首件片 (Reposition step hold)","1W151","","2012/09/21 02:22:39","","","","58.47"
"PS_Rework_Pack_Cst","RAZAC3","AZAC1FC90010.13","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","OnHold","4","MFG_陳佳君_RAZAC3暫不清洗 (Reposition step hold)","1W424","","2012/09/20 07:26:31","","","","75.59"
"Shipping","E129044","AZAC1FC90010.1C","E","AZAC1F008","2910_CF_COMPLETE","Normal","OnHold","19","MFG_蔡楊嵩_TPM100量測完成,待TD張仲翔處理","1W311","","2012/09/22 04:36:01","","","","32.03"
"ITO_Line","E129076","AZBB1FC90010.0Y","E","AZBB1F003","2710_CFIT","Normal","Waiting","1","","1W292","","2012/09/23 04:29:40","","8.37","",""
"ITO2_Rework_Reverse","RCD053","AZBB1FC90010.1Q","P","REWORK-R33-EXG.5","ITO2_Rework_Reverse","Normal","OnHold","72","MFG_鄭博元_OAL OK，內為EXG.5基板，待ITO2作翻轉","1W299","","2012/09/21 06:10:40","2012/09/22 07:57:35","","","27.94"
"ITO2_Rework_Reverse","RCD053","AZBB1FC90010.1R","P","REWORK-R33-EXG.5","ITO2_Rework_Reverse","Normal","OnHold","72","MFG_鄭博元_OAL OK，內為EXG.5基板，待ITO2作翻轉 (Reposition step hold)","1W394","","2012/09/21 06:10:40","2012/09/22 07:57:35","","","27.38"
"ITO2_Rework_Reverse","RCD053","AZBB1FC90010.1S","P","REWORK-R33-EXG.5","ITO2_Rework_Reverse","Normal","OnHold","22","MFG_鄭博元_OAL OK，內為EXG.5基板，待ITO2作翻轉 (Reposition step hold)","1W189","","2012/09/21 06:10:40","2012/09/22 07:57:35","","","26.93"
"PS_Line","E129186","BBZA1FC90010","E","BBZA1F003","2850_CFPS","Normal","OnHold","20","MFG_劉昭宏_TD林芳瑩7吋IPS光配向實驗片，ITO2已翻轉，，CST同進同出，已鍍ITO膜,待Shipping CELL","1W646","","2012/09/22 23:54:45","","","","12.90"
"PS_Line","E129187","BBZA1FC90020","E","BBZA1F003","2850_CFPS","Normal","OnHold","20","MFG_劉昭宏_TD林芳瑩7吋IPS光配向實驗片，ITO2已翻轉，，CST同進同出，已鍍ITO膜，待Shipping CELL","1W632","","2012/09/23 01:40:42","","","","11.17"
"PS_Rework_Pack_PPBOX","RBCFAC","BCFA1FC40KK0.1J","P","REWORK-R33-EXG.7","PS_Rework_Pack_PPBOX","Normal","OnHold","5","MFG_IVAN_待外送Polish_L6 10Q","PP231","","2012/04/28 04:04:48","2012/06/11 22:57:59","","","1484.71"
"CFDR","RBCFAC","BCFA1FC40KK0.1M","P","REWORK-R33-EXG.7","CFDR","Normal","OnHold","15","MFG_陳佳君_PE李建廷指示:Arc AOI 調機片(暫不Rework)","1W134","","2012/08/04 01:45:02","","","","1211.09"
"PS_Rework_Pack_Cst","RBCFAC","BCFA1FC606Y0.5A","P","REWORK-R33-EXG.7","PS_Rework_Pack_Cst","Normal","OnHold","24","MFG_董家安_CF施諦捷指示:BCFA1FC60FZ060，BCFA1FC6086051可投刮傷批，及於基板，皓忠指示:待打包外送研磨 (Reposition step hold)","1C412","","2012/07/09 15:12:13","2012/07/21 10:08:50","","","1391.41"
"CFGB","RBCFAC","BCFA1FC700J0.1E","P","REWORK-R33-EXG.7","CFGB","Normal","OnHold","33","MFG_陳佳君_皓忠指示:EXG.7產品，待確認是否投入，(未Cold Run，不可投入R.B.G.Cold Run)","1W403","","2012/09/16 03:39:05","2012/09/20 02:02:35","","","50.98"
"CFDR","RBCFA3","BCFA1FC700J0.1F","P","REWORK-R33-EXG.7","CFDR","Normal","OnHold","3","MFG_劉昭宏_刮傷基板，待CF施諦捷處理(無法跳站至CFDR) (Reposition step hold)","1W097","","2012/09/16 03:39:05","2012/09/20 02:02:35","","","75.91"
"AOI","RBCFA3","BCFA1FC700J0.1G","P","REWORK-R33-EXG.7","CFOA","Normal","OnHold","5","Blank","1W343","","2012/09/21 22:16:40","","","","38.59"
"CFGB","RBCFAC","BCFA1FC703G0.0H","P","REWORK-R33-EXG.7","CFGB","Normal","OnHold","72","MFG_陳佳君_皓忠指示:EXG.7產品，待確認是否投入，(未Cold Run，不可投入R.B.G.Cold Run)","1W104","","2012/09/17 07:09:09","2012/09/20 02:25:30","","","50.98"
"CFDR","RBCFAC","BCFA1FC703G0.0J","P","REWORK-R33-EXG.7","CFDR","Normal","OnHold","21","MFG_劉昭宏_刮傷基板，待CF施諦捷處理 (Reposition step hold)","1W453","","2012/09/17 07:09:09","2012/09/20 02:25:30","","","80.83"
"AOI","RBCFAC","BCFA1FC703K0.0S","P","REWORK-R33-EXG.7","CFOA","Normal","Processing","54","MFG_蔡楊嵩_RWF2產出，待測量CFOA","1W307","","2012/09/22 01:47:05","2012/09/23 10:18:23","","2.56",""
"CFGB","RBCFAC","BCFA1FC703K0.0T","P","REWORK-R33-EXG.7","CFGB","Normal","OnHold","57","MFG_陳佳君_皓忠指示:EXG.7產品，待確認是否投入，(未Cold Run，不可投入R.B.G.Cold Run)","1W108","","2012/09/16 10:59:56","2012/09/20 03:19:13","","","50.98"
"CFDR","RCD053","BCFB1FC60480.0M","P","REWORK-R33-EXG.5","CFDR","Normal","OnHold","1","MFG_翁國勛_ITO2已翻轉，刮傷基板，待CF施諦捷處理 (Reposition step hold)","1W171","","2012/09/19 18:07:30","2012/09/21 05:21:40","","","54.68"
"","RCD053","BCFB1FC60480.0N","P","REWORK-R33-EXG.5","ITO2_OA","Normal","OnHold","7","Blank","1W495","","2012/09/22 11:15:02","","","","25.62"
"","RCD053","BCFB1FC60480.0Q","P","REWORK-R33-EXG.5","ITO2_OA","Normal","OnHold","72","Blank","1W082","","2012/09/22 10:45:22","","","","26.11"
"CFDR","RCD053","BCFB1FC60560.0D","P","REWORK-R33-EXG.5","CFDR","Normal","Waiting","72","","1W077","","2012/09/22 03:10:30","","33.69","",""
"CFDR","RBCFB3","BCFB1FC707G0.05","P","REWORK-R33-EXG.5","CFDR","Normal","OnHold","2","MFG_吳明典_內含BCFC.BCFG基板，待PC明書處理","1W438","","2012/07/31 01:08:21","2012/07/31 13:48:16","","","172.89"
"CFDR","RBCFB3","BCFB1FC800B0.1T","P","REWORK-R33-EXG.5","CFDR","Normal","OnHold","1","MFG_杜智凱_爆點刮傷，待CF施諦捷處理 (Reposition step hold)","1W678","","2012/09/15 11:47:47","2012/09/19 09:27:16","","","95.72"
"CFDR","RBCFB3","BCFB1FC800B0.1U","P","REWORK-R33-EXG.5","CFDR","Normal","OnHold","6","MFG_鄭博元_OAL檢測完成 CF楊國順 指示SLOT:69 刮傷HOLD給CF施諦捷處理","1W059","","2012/09/22 10:19:55","","","","26.34"
"CFGB","RBCFB3","BCFB1FC800B0.1V","P","REWORK-R33-EXG.5","CFGB","Normal","OnHold","24","","1W665","","2012/09/21 20:44:29","","","","40.13"
"ITO2_Rework_Reverse","RBCFB3","BCFB1FC806V0.15","P","REWORK-R33-EXG.5","ITO2_Rework_Reverse","Normal","OnHold","65","MFG_鄭世家_刮傷基板，CF施諦捷指示翻轉後投入小尺寸刮傷批，待ITO2作翻轉 (Reposition step hold)","1W019","","2012/09/12 00:49:02","2012/09/20 16:45:46","","","65.76"
"CFGB","RBCFB3","BCFB1FC806V0.1B","P","REWORK-R33-EXG.5","CFGB","Normal","OnHold","72","","1W098","","2012/09/21 22:05:15","","","","38.78"
"CFDR","RBCFB3","BCFB1FC806V0.1C","P","REWORK-R33-EXG.5","CFDR","Normal","OnHold","5","MFG_鄭世家_刮傷，PE施諦捷指示:建議報廢轉MQC (Reposition step hold)","1W451","","2012/09/12 00:49:02","2012/09/20 16:45:46","","","66.09"
"CFRF_1(R33)","RBCFB3","BCFB1FC900H0.19","P","REWORK-R33-EXG.5","CFRF_331_RWF1","Normal","Waiting","72",".","1W157","","2012/09/22 12:12:04","","24.67","",""
"CFRS(R33)","RBCFB3","BCFB1FC903Z0.07","P","REWORK-R33-EXG.5","CFRS_331","Normal","Waiting","39","","1W435","","2012/09/23 02:14:53","","10.62","",""
"Shipping","P129112","BCFB1FC903Z0.17","P","BCFB1F003","2910_CF_COMPLETE","Normal","OnHold","31","MFG_鄭博元_TPM量測 OK , 7 chip OK , PS Grade B , 待Ship T1,內有(B Pin Mura及Other mura及Particle刮除管控批,待TD楊富名)(  IF  Marco 有刮除之片號,待Sorting,待TD彭彩蓮)","1W457","","2012/09/21 20:24:00","2012/09/23 09:40:31","","","1.49"
"R_Line","P129112","BCFB1FC90400.01","P","BCFB1F003","2210_CFRL","Normal","OnHold","70","MFG_張光毅_PE工程師許育誠指示壓降待確認片","1W383","","2012/09/14 18:48:11","","","","209.93"
"Shipping","P129112","BCFB1FC90400.1D","P","BCFB1F003","2910_CF_COMPLETE","Normal","OnHold","72","MFG_杜智凱_TD陳柏憲 BCFB B Coater-L Pin mura色度量測結果有差異,待IS後Sorting","1W252","","2012/09/21 18:04:43","2012/09/22 14:56:07","","","18.11"
"Shipping","P129112","BCFB1FC90400.1F","P","BCFB1F003","2910_CF_COMPLETE","Normal","OnHold","11","MFG_鄭博元_PE李建廷ITO Sputter CSF,待IS後Sorting","1W478","","2012/09/21 18:04:43","2012/09/23 09:51:26","","","1.21"
"Shipping","P129112","BCFB1FC90440.0V","P","BCFB1F003","2910_CF_COMPLETE","Normal","OnHold","27","MFG_鄭博元_TD陳柏憲 BCFB B Coater-L Pin mura色度量測結果有差異,待IS後Sorting","1W164","","2012/09/21 17:20:56","2012/09/22 16:34:21","","","17.68"
"","P129112","BCFB1FC904N0.0U","P","BCFB1F003","","Normal","Waiting","1","","1W058","","2012/09/21 18:23:28","","42.48","",""
"Shipping","P129112","BCFB1FC904N0.12","P","BCFB1F003","2910_CF_COMPLETE","Normal","OnHold","31","MFG_鄭博元_PE-謝光哲  PS COTL 發生蝴蝶Mura ,待IS後Sorting","1W129","","2012/09/21 18:44:36","2012/09/22 17:21:40","","","17.64"
"Shipping","P129112","BCFB1FC90580.0F","P","BCFB1F003","2910_CF_COMPLETE","Normal","OnHold","72","MFG_黎芷芸_TPM量測 OK ,P6_All chip ok, PS Grade B, TD陳柏憲 BCFB B Coater-L Pin mura色度量測結果有差異,待IS後Sorting 及B Pin Mura. Hold TD楊富名","1W543","","2012/09/21 01:53:13","","","","58.60"
"CFRS(R33)","RBCFB3","BCFB1FC90590.08","P","REWORK-R33-EXG.5","CFRS_331","Normal","Waiting","72","","1W137","","2012/09/22 18:37:06","","18.25","",""
"","P129112","BCFB1FC905A0.08","P","BCFB1F003","","Normal","Waiting","5","","1W501","","2012/09/21 20:24:38","","40.46","",""
"CFRS(R33)","RBCFB3","BCFB1FC905B0.04","P","REWORK-R33-EXG.5","CFRS_331","Normal","Waiting","72","","1W140","","2012/09/22 23:55:09","","12.95","",""
"IS_Line","P129113","BCFB1FC906X0.0P","P","BCFB1F003-R","2900_CFIS","Normal","Waiting","72","","1W686","","2012/09/21 02:12:28","","58.66","",""
"IS_Line","P129113","BCFB1FC906X0.0S","P","BCFB1F003-R","2900_CFIS","Normal","Waiting","72","","1W319","","2012/09/21 04:17:03","","56.58","",""
"R33","P129113","BCFB1FC906X0.0U","P","BCFB1F003-R","R33","Normal","OnHold","2","MFG_陳美慧_P5_NG Port.內有一片基板(BCFB1FC906Z044)待PE林志煒量測PS特性質 
","1W589","","2012/09/23 02:52:49","","","","9.99"
"IS_Line","P129113","BCFB1FC906Y0.0D","P","BCFB1F003-R","2900_CFIS","Normal","Waiting","72","","1W335","","2012/09/21 04:48:29","","56.06","",""
"Shipping","P129113","BCFB1FC906Y0.0M","P","BCFB1F003-R","2910_CF_COMPLETE","Normal","OnHold","27","MFG_曾美娟_TPM量測 OK , P3_7 chip OK , PS Grade A , 待Ship T1","1W285","","2012/09/23 05:58:50","","","","6.80"
"Shipping","P129113","BCFB1FC906Y0.0Q","P","BCFB1F003-R","2910_CF_COMPLETE","Normal","OnHold","47","MFG_曾美娟_TPM量測完成_P4_7 Chip OK, PS Grade B, 內有(Other hor Mura待TD楊富名處理、TD彭彩蓮  IF  Marco 有進行刮除之片號、 PE羅翊偉 ITO1 Sputter CSF ) 待Sorting
","1W175","","2012/09/23 05:58:38","","","","6.74"
"Shipping","P129113","BCFB1FC906Y0.0T","P","BCFB1F003-R","2910_CF_COMPLETE","Normal","OnHold","72","MFG_曾美娟_TPM量測完成_P6_All Chip OK, PS Grade B, (內有Other hor Mura待TD楊富名處理)","1W093","","2012/09/23 03:01:02","","","","9.60"
"Shipping","P129113","BCFB1FC906Y0.0V","P","BCFB1F003-R","2910_CF_COMPLETE","Normal","OnHold","69","MFG_曾美娟_TPM量測完成_P6_All Chip OK, PS Grade B, 內有( Other hor Mura待TD楊富名處理、PE羅翊偉 ITO1 Sputter CSF ) 待Sorting
","1W161","","2012/09/23 05:58:25","","","","6.70"
"IS_Line","P129113","BCFB1FC90730.08","P","BCFB1F003-R","2900_CFIS","Normal","Waiting","72","","1W065","","2012/09/21 03:46:17","","57.10","",""
"BM_Line","P129211","BCFB1FC90830","P","BCFB1F003","2110_CFBM","Normal","Processing","70","","","","","2012/09/23 11:28:50","","1.39",""
"BM_Line","P129211","BCFB1FC90830.01","P","BCFB1F003","2110_CFBM","Normal","OnHold","2","mfg_陳瑞焜_基板確角待設備彥煌確認","MF044","","","2012/09/23 09:10:07","","","2.31"
"BM_Line","P129211","BCFB1FC90840","P","BCFB1F003","2110_CFBM","Normal","Processing","72","","1W604","","","2012/09/23 12:02:13","","0.83",""
"R33","E127191","BCFC1FC60010.1D","E","BCFB1F003","R33","Normal","Waiting","3","MFG_吳明書_原勳指示提供2nd source基板轉至N CST For AT調機片","1C652","","2012/08/01 09:46:22","","1275.09","",""
"R33","E127191","BCFC1FC60010.1H","E","BCFB1F003","R33","Normal","Waiting","23","MFG_吳明典_PC指示，2nd source基板E127191暫時不form rework","1C646","","2012/08/01 09:46:12","","1275.10","",""
"CFRS(R33)","RBCZAC","BCZA1FB60410.0R","P","REWORK-R33-EXG.7","CFRS_331","Normal","OnHold","72","MFG_陳佳君_MFG吳明書指示Cell要求Unship回CF清洗Rework機台後，由Cell報廢轉控片","1W183","","2012/08/18 05:41:04","","","","871.16"
"CFRS(R33)","RBCZAC","BCZA1FB60410.0T","P","REWORK-R33-EXG.7","CFRS_331","Normal","OnHold","72","MFG_陳佳君_MFG吳明書指示Cell要求Unship回CF清洗Rework機台後，由Cell報廢轉控片","1W387","","2012/08/18 01:18:33","","","","875.54"
"CFRS(R33)","RBCZAC","BCZA1FB60410.0V","P","REWORK-R33-EXG.7","CFRS_331","Normal","OnHold","20","MFG_陳佳君_MFG吳明書指示Cell要求Unship回CF清洗Rework機台後，由Cell報廢轉控片","1W027","","2012/08/18 06:53:04","","","","869.98"
"","","BCZB1FBC00A0.1B350A1FC40060.1D","","","","","","1","","","","","","","",""
"PS_Rework_Pack_PPBOX","RAIZLC","BCZB1FC30040.0V","P","REWORK-R33-EXG.7","PS_Rework_Pack_PPBOX","Normal","OnHold","6","MFG_IVAN_待外送Polish_L6 10Q","PP232","","2012/07/20 03:29:33","","","","1484.14"
"","","BCZB1YB104F0.0S","","","","","","1","","","","","","","",""
"PS_Rework_Pack_Cst","RAEFAC","BCZC1FC407D0.1J","P","REWORK-R33-EXG.5","PS_Rework_Pack_Cst","Normal","OnHold","17","MFG_朱美瑞_內為ITO ARC，待集中外送研磨(L6 13Q)","PP260","","2012/07/12 03:08:53","","","","1503.60"
"CFDR","RCD053","BCZC1FC70440.26","P","REWORK-R33-EXG.5","CFDR","Normal","OnHold","48","MFG_蔡楊嵩_OAL量測完成，待RWK助理判定(RWF2產出)","1W640","","2012/09/22 00:08:03","","","","36.73"
"CFRS(R33)","RCD053","BCZC1FC70440.27","P","REWORK-R33-EXG.5","CFRS_331","Normal","OnHold","1","MFG_鄭博元_ITO殘，重投CFRS_331 (Reposition step hold)","1W441","","2012/09/21 11:35:52","2012/09/22 07:55:34","","","26.99"
"AOI","RCD053","BCZC1FC70440.28","P","REWORK-R33-EXG.5","CFOA","Normal","OnHold","20","Blank","1W331","","2012/09/22 16:38:09","","","","20.23"
"CFDR","RBCZC3","BCZC1FC708G0.0X","P","REWORK-R33-EXG.5","CFDB_R","Normal","OnHold","3","MFG_陳佳君_PE李建廷指示:O2 驗證批，待TD驗證RA","1W593","","2012/08/11 12:43:45","","","","1032.09"
"CFGB","RBCZC3","BCZC1FC803P0.0C","P","REWORK-R33-EXG.5","CFGB","Normal","OnHold","8","","1W138","","2012/09/21 22:31:36","","","","38.34"
"CFDR","RBCZC3","BCZC1FC803P0.0F","P","REWORK-R33-EXG.5","CFDR","Normal","OnHold","1","MFG_鄭博元_爆點刮傷，待CF施諦捷處理 (Reposition step hold)","1W337","","2012/09/15 01:37:44","2012/09/19 08:48:35","","","99.42"
"CFRF_1(R33)","RAEFAC","BCZC1FC803R0.05","P","REWORK-R33-EXG.5","CFRF_331_RWF1","Normal","Waiting","25","","1W550","","2012/08/24 12:12:17","","720.66","",""
"R33","P128291","BCZC1FC80930.0K","P","BCZC1F003","R33","Normal","OnHold","53","MFG_陳韋辰_ PS OVEN過烤片待PE陳證文處理","1W226","","2012/09/17 14:17:21","","","","142.58"
"R33","P128291","BCZC1FC80930.1E","P","BCZC1F003","R33","Normal","OnHold","72","MFG_張逸駿_PS OVEN過烤片,待PE林志煒處理","1W390","","2012/09/17 04:48:51","","","","152.05"
"CFRF_2(R33)","RBCZC3","BCZC1FC80930.1J","P","REWORK-R33-EXG.5","CFRF_332_RWF2","Normal","Processing","50","","","","2012/09/23 10:51:43","2012/09/23 10:54:42","","1.96",""
"Shipping","P129114","BCZC1FC90010.0H","P","BCZC1F003-R","2913_SORTER_CellBank","Normal","Waiting","13","","1W536","","2012/09/22 03:52:45","","32.99","",""
"CFRF_2(R33)","RBCZC3","BCZC1FC90010.0L","P","REWORK-R33-EXG.5","CFRF_332_RWF2","Normal","Processing","11","","","","2012/09/23 01:21:52","2012/09/23 07:32:50","","5.32",""
"Shipping","P129114","BCZC1FC90010.0N","P","BCZC1F003-R","2913_SORTER_CellBank","Normal","Waiting","55","","1W418","","2012/09/22 03:52:29","","32.99","",""
"ITO_Line","P129114","BCZC1FC90010.0P","P","BCZC1F003-R","2710_CFIT","Normal","Waiting","1","","1W040","","2012/09/23 04:45:24","","8.11","",""
"R33","P129114","BCZC1FC90010.0U","P","BCZC1F003-R","R33","Normal","OnHold","16","Trackout hold - OK and NG mixed !","1W293","","2012/09/22 17:54:56","","","","18.95"
"Shipping","P129114","BCZC1FC90010.14","P","BCZC1F003-R","2913_SORTER_CellBank","Normal","Waiting","60","","1W596","","2012/09/22 05:15:10","","31.61","",""
"AOI","RBCZC3","BCZC1FC90010.15","P","REWORK-R33-EXG.5","CFOA","Normal","OnHold","72","Blank","1W682","","2012/09/23 11:56:09","","","","0.93"
"","P129114","BCZC1FC90020.09","P","BCZC1F003-R","2857_CFTP_N2","Normal","OnHold","2","","1W204","","2012/09/21 09:28:22","","","","51.39"
"CFRS(R33)","RBCZC3","BCZC1FC90020.0B","P","REWORK-R33-EXG.5","CFRS_331","Normal","Processing","43","","1W463","","2012/09/23 06:00:50","2012/09/23 11:35:46","","1.27",""
"Shipping","P129114","BCZC1FC90080.0C","P","BCZC1F003-R","2913_SORTER_CellBank","Normal","Waiting","72","","1W500","","2012/09/22 00:09:39","","36.71","",""
"PS_Line","P129115","BCZC1FC900F0.0N","P","BCZC1F003","2850_CFPS","Normal","Processing","1","","","","2012/09/21 02:08:16","2012/09/22 00:07:33","","36.74",""
"PS_Line","P129115","BCZC1FC900F0.10","P","BCZC1F003","2850_CFPS","Normal","Processing","45","","","","2012/09/23 07:21:06","2012/09/23 07:23:29","","5.48",""
"","P129115","BCZC1FC900G0.0D","P","BCZC1F003","","Normal","Waiting","15","","1W507","","2012/09/23 05:17:41","","7.57","",""
"","P129115","BCZC1FC900G0.0H","P","BCZC1F003","","Normal","Waiting","6","","1W326","","2012/09/23 04:10:44","","8.69","",""
"Shipping","P129115","BCZC1FC900G0.0P","P","BCZC1F003","2913_SORTER_CellBank","Normal","Waiting","10","","1W689","","2012/09/22 21:57:45","","14.90","",""
"R32","P129115","BCZC1FC900G0.10","P","BCZC1F003","R32","Normal","Waiting","52","CFMFG_傅文威_ Q time NG 片送 Rework","1W234","","2012/09/21 12:41:07","","48.18","",""
"Shipping","P129115","BCZC1FC900G0.15","P","BCZC1F003","2913_SORTER_CellBank","Normal","Waiting","12","","1W572","","2012/09/22 21:57:41","","14.91","",""
"PS_Line","P129115","BCZC1FC900G0.1U","P","BCZC1F003","2850_CFPS","Normal","Waiting","72","","1W217","","2012/09/23 12:08:17","","0.73","",""
"PS_Line","P129115","BCZC1FC900G0.1Z","P","BCZC1F003","2850_CFPS","Normal","Processing","72","","","","2012/09/23 07:54:42","2012/09/23 08:00:46","","4.85",""
"PS_Line","P129115","BCZC1FC900G0.20","P","BCZC1F003","2850_CFPS","Normal","Processing","72","","","","2012/09/23 08:25:46","2012/09/23 08:31:09","","4.35",""
"PS_Line","P129115","BCZC1FC900G0.21","P","BCZC1F003","2850_CFPS","Normal","Processing","72","","","","2012/09/23 09:28:35","2012/09/23 11:34:13","","1.30",""
"PS_Line","P129115","BCZC1FC900G0.22","P","BCZC1F003","2850_CFPS","Normal","Waiting","72","","1W460","","2012/09/23 10:01:48","","2.84","",""
"PS_Line","P129115","BCZC1FC900G0.23","P","BCZC1F003","2850_CFPS","Normal","Waiting","72","","1W395","","2012/09/23 10:33:24","","2.31","",""
"IS_Line","P129115","BCZC1FC900P0.04","P","BCZC1F003","2900_CFIS","Normal","Processing","4","","","","2012/09/23 06:28:56","2012/09/23 06:52:05","","6",""
"PS_Line","P129115","BCZC1FC900S0.0B","P","BCZC1F003","2850_CFPS","Normal","Processing","1","","","","2012/09/21 18:56:34","2012/09/21 21:13:04","","39.65",""
"I3_IS","P129115","BCZC1FC900T0","P","BCZC1F003","2905_CFIS_ITL","Normal","Processing","72","MFG_張雯珍_跳站至CFIS_ITL											
","","","2012/09/23 06:52:05","2012/09/23 09:25:53","","3.44",""
"R33","P129115","BCZC1FC900T0.04","P","BCZC1F003","R33","Normal","OnHold","5","MFG_湯淑婷_阻值NG片送REWORK","1W524","","2012/09/23 12:28:44","","","","0.39"
"PS_Line","P129115","BCZC1FC900U0.0A","P","BCZC1F003","2850_CFPS","Normal","Processing","1","","","","2012/09/22 06:36:50","2012/09/22 06:38:01","","30.23",""
"R33","P129115","BCZC1FC900U0.0D","P","BCZC1F003","R33","Normal","OnHold","17","MFG_陳美慧_P5_NG Port 待送Rework
","1W283","","2012/09/22 21:57:37","","","","14.91"
"I3_IS","P129115","BCZC1FC900U0.0G","P","BCZC1F003","2905_CFIS_ITL","Normal","Processing","5","MFG_張雯珍_跳站至CFIS_ITL","","","2012/09/22 11:36:22","2012/09/23 09:16:19","","3.60",""
"IS_Line","P129115","BCZC1FC900Y0.0A","P","BCZC1F003","2900_CFIS","Normal","Processing","41","","","","2012/09/23 04:15:21","2012/09/23 05:14:08","","7.63",""
"ITO_Line","P129115","BCZC1FC900Z0.04","P","BCZC1F003","2730_CFRC_N2","Normal","OnHold","72","MFG_湯淑婷_至RC檢背刮 (Reposition step hold)","1W090","","2012/09/23 08:57:09","","","","3.90"
"PS_Line","P129115","BCZC1FC90100.07","P","BCZC1F003","2850_CFPS","Normal","Processing","47","","1W323","","2012/09/23 12:28:28","2012/09/23 12:29:55","","0.37",""
"IS_Line","P129115","BCZC1FC90100.09","P","BCZC1F003","2900_CFIS","Normal","Processing","15","","","","2012/09/23 09:15:40","2012/09/23 10:38:29","","2.23",""
"IS_Line","P129115","BCZC1FC90100.0A","P","BCZC1F003","2900_CFIS","Normal","Processing","18","","","","2012/09/23 06:16:25","2012/09/23 07:54:44","","4.96",""
