"LINE","BATCH_ID","LOT_ID","LOT_TYPE","PROD_NAME","STEP_NAME","PRIORITY","LOT_STATUS","QTY","LOT_CMMT","CST_ID","CST_LOCATION","LAST_TRKOUT_TIME","TRKIN_TIME","W/T(hrs)","P/T(hrs)","H/T(hrs)"
"CFRS(R32)","MQC","FBF55F0N0.HK","MQC","MQC-ITO-M48","CFRS","Normal","Waiting","2","MFG_陳慶倫_ITO M48基板,已鍍ITO待REWORK","1C418","1FRCL100","2012/07/27 05:03:23","","1399.81","",""
"","P128091","FBF55F0N0.N5","MQC","MQC-ITO-M48","CFIT_M48","Normal","Processing","29",".","","1FRCL100","2012/08/10 14:07:57","2012/08/16 11:06:07","","913.77",""
"CFRS(R32)","MQC","FBF55F0N0.NS","MQC","MQC-ITO-M48","CFRS","Normal","OnHold","4","MFG_杜智凱_CF羅翊瑋指示送RS (Reposition step hold)","1W297","1FRCL100","2012/09/22 18:32:41","","","","18.21"
"AOI","MQC","FBF55F0N0.P6","MQC","MQC-ITO-M48","CFOA","Normal","Waiting","29","","1W074","1FRCL100","2012/09/23 11:31:25","","1.34","",""
"CFRF_1(R33)","MQC","FBF5600F0.0W","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","","PP343","","2007/03/20 18:29:59","","48330.37","",""
"CFRF_1(R33)","MQC","FBF5600F0.2Q","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","","PP346","","2007/03/20 18:29:59","","48330.37","",""
"CFRF_1(R33)","MQC","FBF5600F0.2R","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","","PP341","","2007/03/20 18:29:59","","48330.37","",""
"CFRF_1(R33)","MQC","FBF5600F0.2S","MQC","CF_P_TO_M","CFRF_331","Normal","OnHold","9","MF_呂雅惠_D48_7T 有Pattern,ITO洗完(實體在PP BOX)","PP234","","2007/03/20 18:29:59","","","","47778.77"
"","MQC","FBF5600F0.C7","MQC","CF-TEST","CFDB_START","Normal","Waiting","2","","MF351","","2008/08/01 07:26:11","","36341.43","",""
"CFRF_1(R33)","MQC","FBF5600Q0.05","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","","PP278","","2007/03/20 23:37:50","","48325.24","",""
"CFRF_1(R33)","MQC","FBF5600Q0.06","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","","PP279","","2007/03/20 23:37:50","","48325.24","",""
"CFRF_1(R33)","MQC","FBF5600Q0.07","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","","PP337","","2007/03/20 23:37:50","","48325.24","",""
"CFRF_1(R33)","MQC","FBF5600Q0.08","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","10","","PP340","","2007/03/20 23:37:50","","48325.24","",""
"","MQC","FBF570070.03","MQC","MQC_GRR","CFDB_START","Normal","OnHold","20","MFG_朱美瑞_孫裕明_打包Soda 0.5t基板(L1 31N)","PP221","","2010/06/10 01:53:38","","","","3128.74"
"","MQC","FBF570070.04","MQC","MQC_GRR","CFDB_START","Normal","OnHold","9","MFG_朱美瑞_孫裕明_打包Soda 0.5t基板(L1 31N)","PP222","","2010/06/10 01:53:38","","","","3128.73"
"CFRF_1(R33)","FBF570120","FBF570120.01","MQC","CF_P_TO_M","CFRF_331","Normal","OnHold","20","MFG-張家銘-0214 CF_P_TO_M","PP016","","2008/01/03 12:36:06","","","","40377.98"
"CFRF_1(R33)","FBF570120","FBF570120.02","MQC","CF_P_TO_M","CFRF_331","Normal","Waiting","20","","PP017","","2008/01/03 12:36:06","","41400.27","",""
"CFRF_1(R33)","FBF570120","FBF570120.03","MQC","CF_P_TO_M","CFRF_331","Normal","OnHold","20","MFG-張家銘-0214 CF_P_TO_M","PP018","","2008/01/03 12:36:06","","","","40377.97"
"CFRF_1(R33)","MQC","FBF570140","MQC","CF_P_TO_M","CFRF_331","Normal","OnHold","20","MFG_林峰世_0214 CF_P_TO_M","PP020","","","2007/12/28 14:53:51","","","40347.77"
"CFRF_1(R33)","MQC","FBF570140.02","MQC","CF_P_TO_M","CFRF_331","Normal","OnHold","16","MFG_林峰世_0214 CF_P_TO_M","PP021","","","2007/12/28 14:53:51","","","40347.83"
"CFRF_1(R33)","MQC","FBF570140.03","MQC","CF_P_TO_M","CFRF_331","Normal","OnHold","20","MFG_林峰世_0214 CF_P_TO_M","PP019","","","2007/12/28 14:53:51","","","40347.78"
"","MQC","FBF590030","MQC","CF-TEST","CFDB_START","Normal","Waiting","43","LotStart","MF718","","","2009/04/02 20:27:13","","",""
"","MQC","FBF590090.02","MQC","CF-ColdRun-EXG.5","CFDB_START","Normal","OnHold","5","MFG_涂永臣_0114 FOR OC COT-L塗佈測試用(EQ1_葉修銘借機用)","PP405","","2010/01/13 20:18:36","","","","23590.16"
"CFRS","MQC","FBS350020.05","MQC","MQC_ITO_D48","CFRS","Normal","Waiting","20","","PP449","CF-ST","2005/03/14 02:51:11","","66010.01","",""
"","E51051","FBS45F020.03","MQC","MQC_ITO_D48_7T","CFRS_8","Normal","OnHold","72","mf-郭沛鈺-MQC_ITO_D48_7TCFRS_8ITO為洗淨,實體在PPBOX","MF003","CF-ST","2005/12/23 13:40:26","","","","59067.05"
"CFRS","P5B221","FBS550050","MQC","MQC-ITO-F21","CFRS","Normal","Waiting","20","","MF302","CF-ST","2005/03/11 00:17:27","","66084.58","",""
"","SODA04TTP.1","SODA0FTTP.01","Dense","0TYE","CF_START","Normal","Waiting","10","","PP512","","","2012/08/17 17:39:35","","",""
"","SODA04TTP.1","SODA0FTTP.08","Dense","0TYE","CFOA_START","Normal","Waiting","10","","PP515","","","2012/08/17 17:39:35","","",""
"","SODA04TTP.1","SODA0FTTP.0A","Dense","0TYE","CFOA_START","Normal","Waiting","10","","PP513","","","2012/08/17 17:39:35","","",""
"","SODA04TTP.1","SODA0FTTP.0B","Dense","0TYE","CFOA_START","Normal","Waiting","10","","PP514","","","2012/08/17 17:39:35","","",""
"","SODA04TTP.1","SODA0FTTP.0C","Dense","0TYE","CFOA_START","Normal","Waiting","10","","PP517","","","2012/08/17 17:39:35","","",""
"","SODA04TTP.1","SODA0FTTP.0D","Dense","0TYE","CF_START","Normal","Waiting","10","","PP518","","","2012/08/17 17:39:35","","",""
"","SODA04TTP.2","SODA0FTTP.0F","Dense","0TYE","CFOA_START","Normal","Waiting","23","RepositionStep","1C009","","","2012/08/18 14:40:28","","",""
"","SODA04TTP.2","SODA0FTTP.0G","Dense","0TYE","CFOA_START","Normal","Waiting","23","RepositionStep","1C194","","","2012/08/18 14:40:28","","",""
"","SODA04TTP.2","SODA0FTTP.0H","Dense","0TYE","CFOA_START","Normal","Waiting","23","RepositionStep","1C012","","","2012/08/18 14:40:28","","",""
"","SODA04TTP.2","SODA0FTTP.0L","Dense","0TYE","CFOA_START","Normal","Waiting","3","","1C164","","","2012/08/18 14:40:28","","",""
"","SP27137001.02","SP27137001.02","Dense","0TYE","CFOA_START","Normal","Waiting","57","RepositionStep","MF025","","","2012/08/17 21:20:58","","",""
"","","SP27137002.5:SE","","","","","","1","","","","","","","",""
"","SP27172005.03","SP27172005.03","Dense","0TYE","CF_START","Normal","OnHold","10","MFG_吳明書_正達感度 > 700之異常基板，打包至PPBOX送回正達確認來料Bending狀況","PP074","","2012/08/29 17:53:28","","","","285.49"
"","NA","SP271B9004.02","Dense","0TYE","CF_START","Normal","OnHold","5","MFG_吳明書_正達感度 < 700之正常基板，打包至PPBOX送回正達確認來料Bending狀況","PP075","","","2012/08/27 22:50:26","","","285.50"
"","SP271C1003.01","SP271F1003.04","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP250","","","2012/09/10 02:20:38","","",""
"","SP271C1003.01","SP271F1003.05","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP251","","","2012/09/10 02:20:38","","",""
"","SP271C1003.01","SP271F1003.06","Dense","0TYE","CF_START","Normal","Waiting","9","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L6_Washer)","PP252","","","2012/09/10 02:20:38","","",""
"","SP271C1003.01","SP271F1003.07","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP258","","","2012/09/10 02:20:38","","",""
"","SP271C1003.01","SP271F1003.08","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP259","","","2012/09/10 02:20:38","","",""
"","SP271C1003.01","SP271F1003.0A","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP257","","","2012/09/10 02:20:38","","",""
"","SP271C1003.01","SP271F1003.0B","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP262","","","2012/09/10 02:20:38","","",""
"","SP271C1003.01","SP271F1003.0C","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L6_Washer)","PP288","","","2012/09/10 02:20:38","","",""
"","SP271C1003.02","SP271F1003.0E","Dense","0TYE","CFOA_START","Normal","Waiting","23","OK","1C165","","","2012/09/10 02:52:18","","",""
"","SP271C1003.02","SP271F1003.0F","Dense","0TYE","CFOA_START","Normal","Waiting","23","OK","1C462","","","2012/09/10 02:52:18","","",""
"","SP271C1008.01","SP271F1008.05","Dense","0TYE","CFOA_START","Normal","Waiting","10","RepositionStep","PP519","","","2012/09/09 00:39:12","","",""
"","SP271C1008.01","SP271F1008.06","Dense","0TYE","CFOA_START","Normal","Waiting","10","RepositionStep","PP521","","","2012/09/09 00:39:12","","",""
"","SP271C1008.01","SP271F1008.07","Dense","0TYE","CFOA_START","Normal","Waiting","10","RepositionStep","PP522","","","2012/09/09 00:39:12","","",""
"","SP271C1008.01","SP271F1008.08","Dense","0TYE","CFOA_START","Normal","Waiting","10","RepositionStep","PP524","","","2012/09/09 00:39:12","","",""
"","SP271C1008.01","SP271F1008.09","Dense","0TYE","CFOA_START","Normal","Waiting","10","RepositionStep","PP525","","","2012/09/09 00:39:12","","",""
"","SP271C1008.01","SP271F1008.0A","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_黃瑞琮_打包完跳回CF START","PP045","","","2012/09/09 00:39:12","","",""
"","SP271C1008.01","SP271F1008.0C","Dense","0TYE","CF_START","Normal","Waiting","7","","PP046","","","2012/09/09 00:39:12","","",""
"","SP271C1008.01","SP271F1008.0E","Dense","0TYE","CF_START","Normal","Waiting","10","","PP372","","","2012/09/09 00:39:12","","",""
"","SP27172005.01","SP271F2005.05","Dense","0TYE","CF_START","Normal","Waiting","10","","PP370","","","2012/08/18 15:38:32","","",""
"","SP27172005.01","SP271F2005.06","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_黃瑞琮_打包完跳回CF START","PP373","","","2012/08/18 15:38:32","","",""
"","SP27172005.01","SP271F2005.07","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_黃瑞琮_打包完跳回CF START","PP374","","","2012/08/18 15:38:32","","",""
"","SP27172005.01","SP271F2005.08","Dense","0TYE","CFOA_START","Normal","Waiting","10","","PP375","","","2012/08/18 15:38:32","","",""
"","SP27172005.01","SP271F2005.09","Dense","0TYE","CFOA_START","Normal","Waiting","10","","PP500","","","2012/08/18 15:38:32","","",""
"","SP27172005.01","SP271F2005.0A","Dense","0TYE","CF_START","Normal","Waiting","10","","PP501","","","2012/08/18 15:38:32","","",""
"","SP27172005.01","SP271F2005.0C","Dense","0TYE","CFOA_START","Normal","Waiting","9","MFG_鄧聖傑_董家安_正達0.4打包跳站作帳","PP555","","","2012/08/18 15:38:32","","",""
"","SP27172007.01","SP271F2007.04","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP264","","","2012/09/07 17:18:49","","",""
"","SP27172007.01","SP271F2007.05","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP265","","","2012/09/07 17:18:49","","",""
"","SP27172007.01","SP271F2007.06","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP266","","","2012/09/07 17:18:49","","",""
"","SP27172007.01","SP271F2007.07","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP267","","","2012/09/07 17:18:49","","",""
"","SP27172007.01","SP271F2007.0B","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_黃瑞琮_打包完跳回CF START","PP371","","","2012/09/07 17:18:49","","",""
"","SP27137001.01","SP271F7001.01","Dense","0TYE","CF_START","Normal","OnHold","10","MFG_朱美瑞_外送正達異常片,已打包","PP410","","","2012/08/17 20:17:53","","","127.72"
"","SP27137001.01","SP271F7001.02","Dense","0TYE","CF_START","Normal","OnHold","10","MFG_朱美瑞_外送正達異常片,已打包","PP235","","","2012/08/17 20:17:53","","","262.37"
"","SP27137001.01","SP271F7001.03","Dense","0TYE","CF_START","Normal","OnHold","10","MFG_朱美瑞_外送正達異常片,已打包","PP236","","","2012/08/17 20:17:53","","","262.36"
"","SP27137001.01","SP271F7001.04","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L6_Washer)","PP269","","","2012/08/17 20:17:53","","",""
"","SP27137001.01","SP271F7001.05","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP253","","","2012/08/17 20:17:53","","",""
"","SP27137001.01","SP271F7001.06","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP254","","","2012/08/17 20:17:53","","",""
"","SP27137001.03","SP271F7001.07","Dense","0TYE","CFOA_START","Normal","Waiting","23","RepositionStep","1C003","","","2012/08/18 14:24:53","","",""
"","SP27137001.03","SP271F7001.08","Dense","0TYE","CFOA_START","Normal","Waiting","23","RepositionStep","1C088","","","2012/08/18 14:24:53","","",""
"","SP27137001.03","SP271F7001.09","Dense","0TYE","CFOA_START","Normal","Waiting","23","RepositionStep","1C147","","","2012/08/18 14:24:53","","",""
"","SP27137001.03","SP271F7001.0A","Dense","0TYE","CFOA_START","Normal","Waiting","3","","MF108","","","2012/08/18 14:24:53","","",""
"","SP27137001.02","SP271F7001.0B","Dense","0TYE","CFOA_START","Normal","Waiting","10","RepositionStep","1C174","","","2012/08/17 21:20:58","","",""
"","SP27137001.02","SP271F7001.0C","Dense","0TYE","CFOA_START","Normal","Waiting","5","RepositionStep","1C161","","","2012/08/17 21:20:58","","",""
"","SP27137002.02","SP271F7002.05","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP255","","","2012/08/25 22:08:28","","",""
"","SP27137002.02","SP271F7002.06","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP256","","","2012/08/25 22:08:28","","",""
"","SP27137002.02","SP271F7002.07","Dense","0TYE","CF_START","Normal","Waiting","10","MFG_鄧聖傑_陳冠儒_打包完畢站點跳回CF_START(L1碼頭_已包模)","PP268","","","2012/08/25 22:08:28","","",""
"","SP27137002.01","SP271F7002.0F","Dense","0TYE","CFOA_START","Normal","Waiting","23","RepositionStep","1C015","","","2012/08/18 12:29:40","","",""
"","SP27137002.01","SP271F7002.0G","Dense","0TYE","CFOA_START","Normal","Waiting","23","RepositionStep","1C128","","","2012/08/18 12:29:40","","",""
"","SP27137002.01","SP271F7002.0H","Dense","0TYE","CFOA_START","Normal","Waiting","23","RepositionStep","1C001","","","2012/08/18 12:29:40","","",""
"","SP27137002.01","SP271F7002.0J","Dense","0TYE","CFOA_START","Normal","Waiting","3","","MF103","","","2012/08/18 12:29:40","","",""
"","NA","T9F045245D","Dense","0ASG","","Normal","","1","","","","","","","",""
